제품명(한글),수입일자,제조국,수출국,가격
양파(신선),1/21/2021,중국,중국,73
건고추,1/21/2021,중국,중국,51
커피원두,1/21/2021,브라질,브라질,97
건라임잎,1/21/2021,태국,태국,11
동부콩,1/21/2021,미얀마,미얀마,71
냉동고추,1/21/2021,중국,중국,47
냉동서양고추냉이,1/21/2021,중국,중국,9
목질진흙버섯(상황버섯),1/21/2021,캄보디아,캄보디아,69
냉동홍고추,1/21/2021,중국,중국,92
"천궁(뿌리줄기,건조)",1/21/2021,중국,중국,33
깐도라지,1/21/2021,중국,중국,58
깐도라지,1/21/2021,중국,중국,89
냉동대파,1/21/2021,중국,중국,94
냉동대파 55mm,1/21/2021,중국,중국,24
냉동밤,1/21/2021,중국,중국,72
건표고버섯줄기,1/21/2021,중국,중국,96
콜롬비아 커피 원두,1/21/2021,콜롬비아,콜롬비아,44
냉동부추,1/21/2021,중국,중국,83
냉동카사바,1/21/2021,베트남,베트남,59
냉동바나나,1/21/2021,베트남,베트남,35
냉동양파,1/21/2021,중국,중국,94
냉동당근,1/21/2021,중국,중국,6
바닐라빈,1/21/2021,파푸아뉴기니,파푸아뉴기니,5
바닐라빈,1/21/2021,인도네시아,인도네시아,76
냉동딸기,1/21/2021,중국,중국,98
냉동블루베리,1/21/2021,미국,미국,65
냉동블루베리,1/21/2021,미국,미국,71
냉동블루베리,1/21/2021,미국,미국,3
커클랜드 시그니춰 블랙페퍼,1/21/2021,베트남,미국,21
유기농 건자두,1/21/2021,미국,미국,83
아몬드,1/21/2021,미국,미국,16
호두,1/21/2021,미국,미국,28
호두,1/21/2021,미국,미국,91
아몬드,1/21/2021,미국,미국,51
건파8R,1/21/2021,중국,중국,57
캐슈넛,1/21/2021,베트남,베트남,3
냉동양파,1/21/2021,중국,중국,53
냉동 그린빈스,1/21/2021,중국,중국,61
맥아,1/21/2021,독일,독일,87
냉동 마늘,1/21/2021,중국,중국,24
냉동 사토르,1/21/2021,태국,태국,59
냉동 대파,1/21/2021,중국,중국,47
시나몬,1/21/2021,스리랑카,스리랑카,17
호두,1/21/2021,미국,미국,12
아몬드,1/21/2021,미국,미국,83
냉동브로컬리,1/21/2021,중국,중국,47
냉동당근,1/21/2021,중국,중국,32
헤즐너트,1/21/2021,터키,터키,30
헤즐너트,1/21/2021,터키,터키,31
호두,1/21/2021,미국,미국,76
아몬드,1/21/2021,미국,미국,83
커클랜드 시그니춰 노르망디 스타일 베지터블 블랜드,1/21/2021,멕시코,미국,61
피스타치오,1/21/2021,미국,미국,37
아몬드,1/21/2021,미국,미국,81
고추씨,1/21/2021,인도,인도,1
건파,1/21/2021,중국,중국,78
건목이버섯,1/21/2021,중국,중국,35
압축표고버섯(15mm),1/21/2021,중국,중국,62
건파,1/21/2021,중국,중국,87
건조 카피르라임잎,1/21/2021,인도네시아,인도네시아,16
깐도라지,1/21/2021,중국,중국,39
깐도라지,1/21/2021,중국,중국,9
깐도라지 (2KG),1/21/2021,중국,중국,43
건조 월계수잎,1/21/2021,인도네시아,인도네시아,64
건조 레몬그라스,1/21/2021,인도네시아,인도네시아,89
한속단,1/21/2021,중국,중국,76
건조양파,1/21/2021,중국,중국,34
커피 생두,1/21/2021,에티오피아,에티오피아,30
커피 생두,1/21/2021,에티오피아,에티오피아,31
신선깐도라지,1/21/2021,중국,중국,8
깐도라지,1/21/2021,중국,중국,22
깐도라지,1/21/2021,중국,중국,74
밀맥아,1/21/2021,독일,독일,50
박말랭이,1/21/2021,중국,중국,70
깐도라지,1/21/2021,중국,중국,62
깐도라지,1/21/2021,중국,중국,22
신선표고버섯,1/20/2021,중국,중국,87
자몽,1/20/2021,미국,미국,32
바나나,1/20/2021,멕시코,멕시코,68
아보카도,1/20/2021,멕시코,멕시코,30
체리 (2.5KG),1/20/2021,칠레,칠레,7
체리,1/20/2021,칠레,칠레,65
자몽,1/20/2021,미국,미국,83
자몽,1/20/2021,이스라엘,이스라엘,60
소맥,1/20/2021,호주,호주,12
피칸,1/20/2021,미국,미국,15
자몽,1/20/2021,미국,미국,16
옥수수(씨앗),1/20/2021,인도,인도,39
냉동 대파 10KG,1/20/2021,중국,중국,94
냉동 당근,1/20/2021,중국,중국,99
망고,1/20/2021,페루,페루,81
커피원두(브라질-산토스),1/20/2021,브라질,브라질,90
커피생두,1/20/2021,브라질,브라질,15
포도,1/20/2021,칠레,칠레,48
포도,1/20/2021,칠레,칠레,72
바나나,1/20/2021,필리핀,필리핀,75
바나나,1/20/2021,필리핀,필리핀,5
바나나,1/20/2021,필리핀,필리핀,81
바나나,1/20/2021,필리핀,필리핀,96
파인애플,1/20/2021,필리핀,필리핀,24
양상추,1/20/2021,필리핀,필리핀,41
밀맥아,1/20/2021,독일,독일,20
포도,1/20/2021,칠레,칠레,44
커피원두,1/20/2021,브라질,브라질,87
체리,1/20/2021,칠레,칠레,61
바나나,1/20/2021,콜롬비아,콜롬비아,39
망고,1/20/2021,페루,페루,88
망고,1/20/2021,페루,페루,22
망고,1/20/2021,페루,페루,98
깐더덕,1/20/2021,중국,중국,32
강낭콩,1/20/2021,중국,중국,21
"망고(열매,신선)",1/20/2021,태국,태국,83
"당귀(뿌리,건조)",1/20/2021,중국,중국,73
망고,1/20/2021,태국,태국,43
소맥,1/20/2021,호주,호주,32
단호박,1/20/2021,뉴질랜드,뉴질랜드,66
단호박 (600kg),1/20/2021,뉴질랜드,뉴질랜드,36
커피생두,1/20/2021,콜롬비아,콜롬비아,29
바나나,1/20/2021,에콰도르,에콰도르,82
망고,1/20/2021,태국,태국,10
바나나,1/20/2021,에콰도르,에콰도르,74
바나나,1/20/2021,에콰도르,에콰도르,20
귀리,1/20/2021,캐나다,캐나다,48
바나나,1/20/2021,에콰도르,에콰도르,42
바나나,1/20/2021,인도네시아,인도네시아,49
자몽,1/20/2021,미국,미국,41
귀리,1/20/2021,캐나다,캐나다,53
자몽,1/20/2021,미국,미국,31
후레쉬코코넛,1/20/2021,베트남,베트남,40
냉동고추,1/20/2021,중국,중국,83
망고,1/20/2021,호주,호주,8
오렌지,1/20/2021,미국,미국,45
망고,1/20/2021,베트남,베트남,98
아몬드,1/20/2021,미국,미국,35
신선당근,1/20/2021,중국,중국,24
신선마늘쫑,1/20/2021,중국,중국,43
냉동홍고추,1/20/2021,중국,중국,84
동부콩,1/20/2021,인도,인도,65
커피원두,1/20/2021,브라질,브라질,2
신선양파,1/20/2021,중국,중국,35
신선당근,1/20/2021,중국,중국,85
신선 양파,1/20/2021,중국,중국,33
냉동홍고추,1/20/2021,중국,중국,2
포도,1/20/2021,페루,페루,20
포도,1/20/2021,페루,페루,85
자몽(15KG),1/20/2021,이스라엘,이스라엘,18
포도,1/20/2021,페루,페루,32
포도,1/20/2021,페루,페루,75
포도,1/20/2021,페루,페루,44
망고,1/20/2021,페루,페루,57
망고,1/20/2021,페루,페루,91
포도,1/20/2021,페루,페루,54
망고,1/20/2021,페루,페루,69
포도,1/20/2021,페루,페루,34
망고,1/20/2021,페루,페루,70
신선 단호박,1/20/2021,뉴질랜드,뉴질랜드,29
단호박,1/20/2021,뉴질랜드,뉴질랜드,62
애플망고,1/20/2021,페루,페루,90
양상추(7.5KG),1/20/2021,대만,대만,83
이집트콩,1/20/2021,미국,미국,94
신선 단호박,1/20/2021,뉴질랜드,뉴질랜드,4
망고,1/20/2021,페루,페루,86
망고,1/20/2021,페루,페루,62
커피원두,1/20/2021,베트남,베트남,13
신선 단호박,1/20/2021,뉴질랜드,뉴질랜드,2
페루커피원두,1/20/2021,페루,페루,35
페루커피원두,1/20/2021,페루,페루,87
망고,1/20/2021,베트남,베트남,82
마늘쫑,1/20/2021,중국,중국,46
신선브로콜리,1/20/2021,중국,중국,9
강낭콩,1/20/2021,미국,캐나다,71
자몽,1/20/2021,이스라엘,이스라엘,16
자몽,1/20/2021,이스라엘,이스라엘,24
자몽,1/20/2021,이스라엘,이스라엘,53
망고,1/20/2021,페루,페루,58
신선브로콜리,1/20/2021,중국,중국,51
밤,1/20/2021,중국,중국,34
신선우엉,1/20/2021,중국,중국,59
선선깐양파,1/20/2021,중국,중국,5
깐도라지,1/20/2021,중국,중국,74
깐도라지,1/20/2021,중국,중국,85
우엉,1/20/2021,중국,중국,89
해바라기씨,1/20/2021,불가리아,불가리아,75
우엉,1/20/2021,중국,중국,50
깐도라지,1/20/2021,중국,중국,64
깐우엉,1/20/2021,중국,중국,76
도라지,1/20/2021,중국,중국,8
마늘쫑(8KG),1/20/2021,중국,중국,26
신선우엉,1/20/2021,중국,중국,82
신선우엉,1/20/2021,중국,중국,79
신선더덕,1/20/2021,중국,중국,64
신선우엉,1/20/2021,중국,중국,62
냉동고추,1/20/2021,중국,중국,82
아몬드,1/20/2021,미국,미국,69
콜롬비아 아라비카 커피,1/20/2021,콜롬비아,콜롬비아,98
마늘쫑,1/20/2021,중국,중국,52
냉동홍고추,1/20/2021,중국,중국,70
냉동홍고추,1/20/2021,중국,중국,90
건조양파,1/20/2021,중국,중국,14
들깨,1/20/2021,중국,중국,67
들깨,1/20/2021,중국,중국,65
신선 단호박,1/20/2021,뉴질랜드,뉴질랜드,69
냉동고추,1/20/2021,중국,중국,3
자몽,1/20/2021,미국,미국,31
신선 표고버섯,1/20/2021,중국,중국,76
자몽,1/20/2021,미국,미국,67
망고,1/20/2021,태국,태국,30
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,25
"용과(WHITE, 5KG)",1/20/2021,베트남,베트남,93
"용과(RED, 3KG)",1/20/2021,베트남,베트남,23
망고,1/20/2021,페루,페루,27
망고,1/20/2021,페루,페루,39
포도,1/20/2021,페루,페루,92
포도,1/20/2021,페루,페루,8
"파인애플(12KG,2021.01.06)",1/20/2021,필리핀,필리핀,80
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,20
망고,1/20/2021,페루,페루,98
"바나나(13KG,2020.12.28)",1/20/2021,필리핀,필리핀,13
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,27
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,8
"파인애플(12KG,2021.01.06)",1/20/2021,필리핀,필리핀,24
커피원두,1/20/2021,브라질,브라질,17
신선더덕,1/20/2021,중국,중국,50
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,21
"파인애플(12KG,2021.01.06)",1/20/2021,필리핀,필리핀,40
"바나나(13KG,2021.01.04)",1/20/2021,필리핀,필리핀,21
망고,1/20/2021,페루,페루,72
망고,1/20/2021,페루,페루,62
망고,1/20/2021,페루,페루,52
망고,1/20/2021,페루,페루,90
신선송로버섯,1/20/2021,프랑스,프랑스,70
망고,1/20/2021,페루,페루,98
망고,1/20/2021,페루,페루,55
송로버섯,1/20/2021,이탈리아,이탈리아,83
아스파라거스 (7KG),1/20/2021,태국,태국,9
아스파라거스(6KG),1/20/2021,태국,태국,73
두리안,1/20/2021,태국,태국,3
망고,1/20/2021,베트남,베트남,1
신선양파,1/20/2021,중국,중국,45
신선양파,1/20/2021,중국,중국,82
깐도라지,1/20/2021,중국,중국,70
신선당근,1/20/2021,중국,중국,41
자몽,1/20/2021,미국,미국,3
바나나,1/20/2021,콜롬비아,콜롬비아,19
커피생두,1/20/2021,에티오피아,에티오피아,17
냉동고추,1/20/2021,중국,중국,67
자몽,1/20/2021,미국,미국,94
샬롯,1/20/2021,태국,태국,25
디카페인 커피원두,1/20/2021,캐나다,캐나다,19
소맥,1/20/2021,호주,호주,88
호두,1/20/2021,미국,미국,6
호두(11.34KGS),1/20/2021,미국,미국,1
계피,1/20/2021,베트남,베트남,45
페누그릭 홀,1/20/2021,인도,인도,85
커피원두,1/20/2021,페루,페루,96
신선밤,1/20/2021,중국,중국,60
커피 생두,1/20/2021,에티오피아,에티오피아,65
냉동능이버섯,1/20/2021,중국,중국,49
건조능이버섯,1/20/2021,중국,중국,65
냉동당근,1/20/2021,중국,중국,50
냉동양배추,1/20/2021,중국,중국,37
냉동마늘,1/20/2021,중국,중국,28
냉동마늘,1/20/2021,중국,중국,35
냉동표고버섯,1/20/2021,중국,중국,60
호두,1/20/2021,미국,미국,67
냉동 당근,1/20/2021,중국,중국,1
냉동 유채,1/20/2021,중국,중국,25
호두,1/20/2021,미국,미국,63
캐슈넛,1/20/2021,베트남,베트남,92
냉동능이버섯(1KG),1/20/2021,중국,중국,11
냉동마늘,1/20/2021,중국,중국,39
스완 필스너,1/20/2021,네덜란드,네덜란드,76
냉동 양파,1/20/2021,중국,중국,12
카다몬 홀,1/20/2021,과테말라,말레이시아,40
냉동 시금치,1/20/2021,중국,중국,73
냉동 근대,1/20/2021,중국,중국,91
냉동단호박,1/20/2021,베트남,베트남,89
냉동얼갈이배추,1/20/2021,베트남,베트남,98
맥아,1/20/2021,독일,독일,12
블루베리,1/20/2021,미국,미국,60
블루베리,1/20/2021,미국,미국,22
냉동단호박,1/20/2021,중국,중국,10
냉동브로컬리,1/20/2021,스페인,스페인,61
아몬드,1/20/2021,미국,미국,42
냉동 양파,1/20/2021,중국,중국,89
타히티 바닐라빈,1/20/2021,프랑스,프랑스,55
커클랜드 시그니춰 블루베리,1/20/2021,칠레,칠레,35
커클랜드 시그니춰 노르망디 스타일 베지터블 블랜드,1/20/2021,멕시코,미국,66
스완 에일,1/20/2021,네덜란드,네덜란드,75
아몬드,1/20/2021,미국,미국,79
피칸,1/20/2021,미국,미국,99
냉동당근,1/20/2021,중국,중국,99
아몬드,1/20/2021,미국,미국,25
건조링홍고추후레이크,1/20/2021,중국,중국,79
건조 월계수잎,1/20/2021,인도네시아,인도네시아,65
알땅콩,1/20/2021,중국,중국,93
감초(30KG),1/20/2021,중국,중국,66
키위,1/20/2021,이탈리아,이탈리아,34
냉동홍고추,1/20/2021,중국,중국,68
생알땅콩,1/20/2021,중국,중국,40
침향,1/20/2021,인도네시아,인도네시아,12
대두,1/20/2021,미국,미국,49
냉동홍고추,1/20/2021,중국,중국,24
호두,1/20/2021,미국,미국,77
냉동홍고추,1/20/2021,중국,중국,55
피호두,1/20/2021,미국,미국,83
우엉,1/20/2021,중국,중국,39
콩나물,1/20/2021,중국,중국,32
숙주나물,1/20/2021,중국,중국,65
"마늘종(꽃줄기,신선)",1/20/2021,중국,중국,23
커피생두,1/20/2021,브라질,브라질,20
신선밤,1/20/2021,중국,중국,74
커피원두,1/20/2021,콜롬비아,콜롬비아,87
커피원두,1/20/2021,브라질,브라질,95
냉동마늘,1/20/2021,중국,중국,62
팝콘,1/20/2021,미국,미국,42
양상추(7.5KG),1/20/2021,대만,대만,94
산조인/22.5KG,1/20/2021,중국,중국,54
냉동홍고추,1/20/2021,중국,중국,46
신선양배추,1/20/2021,중국,중국,93
냉동 대파,1/19/2021,중국,중국,62
커피원두,1/19/2021,미국,미국,73
커피생두,1/19/2021,브라질,브라질,18
포도,1/19/2021,칠레,칠레,15
도토리,1/19/2021,중국,중국,26
표고버섯,1/19/2021,중국,중국,82
여주,1/19/2021,베트남,베트남,50
우슬,1/19/2021,중국,중국,65
진피/21KG,1/19/2021,중국,중국,14
감초,1/19/2021,중국,중국,59
살롯,1/19/2021,베트남,베트남,35
커피생두,1/19/2021,우간다,우간다,5
신선양파,1/19/2021,중국,중국,97
결명자,1/19/2021,중국,중국,80
산수유/18KG,1/19/2021,중국,중국,57
"양상추(잎,신선)",1/19/2021,중국,중국,54
신선양상추,1/19/2021,중국,중국,39
아보카도,1/19/2021,멕시코,멕시코,73
양상추,1/19/2021,대만,대만,55
오가피,1/19/2021,중국,중국,32
망고,1/19/2021,태국,태국,5
여주/15KG,1/19/2021,중국,중국,36
신선양파,1/19/2021,중국,중국,72
"망고(열매,신선)",1/19/2021,태국,태국,38
망고,1/19/2021,태국,태국,88
망고,1/19/2021,태국,태국,42
망고,1/19/2021,태국,태국,31
망고,1/19/2021,태국,태국,98
망고,1/19/2021,태국,태국,68
깐도라지,1/19/2021,중국,중국,82
신선당근,1/19/2021,중국,중국,87
망고,1/19/2021,태국,태국,50
깐도라지,1/19/2021,중국,중국,24
신선 표고버섯,1/19/2021,중국,중국,58
체리,1/19/2021,칠레,칠레,81
깐도라지,1/19/2021,중국,중국,48
곶감,1/19/2021,중국,중국,11
쿨란트로,1/19/2021,미얀마,미얀마,31
커피원두,1/19/2021,과테말라,과테말라,49
커피원두,1/19/2021,과테말라,과테말라,24
아보카도,1/19/2021,멕시코,멕시코,60
체리,1/19/2021,칠레,칠레,63
냉동홍고추,1/19/2021,중국,중국,21
신선양파,1/19/2021,중국,중국,15
신선마늘쫑,1/19/2021,중국,중국,23
깐우엉,1/19/2021,중국,중국,98
마늘쫑,1/19/2021,중국,중국,72
망고,1/19/2021,태국,태국,22
호박씨,1/19/2021,중국,중국,92
타피오카 칩,1/19/2021,베트남,베트남,41
기장,1/19/2021,우크라이나,우크라이나,69
커피원두,1/19/2021,브라질,브라질,78
맥아,1/19/2021,호주,호주,46
망고,1/19/2021,페루,페루,3
바나나,1/19/2021,콜롬비아,콜롬비아,60
자몽,1/19/2021,이스라엘,이스라엘,18
신선브로콜리,1/19/2021,중국,중국,27
브로콜리,1/19/2021,중국,중국,21
용과,1/19/2021,베트남,베트남,31
신선양파,1/19/2021,중국,중국,22
해바라기씨,1/19/2021,미국,미국,40
캐슈,1/19/2021,베트남,베트남,65
곶감,1/19/2021,중국,중국,60
블루베리 (125g),1/19/2021,칠레,칠레,46
자몽,1/19/2021,미국,미국,36
맥주보리,1/19/2021,호주,호주,94
자몽,1/19/2021,미국,미국,13
자몽,1/19/2021,미국,미국,35
바나나,1/19/2021,필리핀,필리핀,48
바나나,1/19/2021,필리핀,필리핀,94
커피원두,1/19/2021,파나마,파나마,68
망고,1/19/2021,페루,페루,91
갈랑갈,1/19/2021,태국,태국,55
레몬그라스,1/19/2021,태국,태국,71
아스파라거스,1/19/2021,멕시코,미국,59
아스파라거스,1/19/2021,태국,태국,7
건다래순,1/19/2021,중국,중국,56
건취나물,1/19/2021,중국,중국,76
야자열매,1/19/2021,베트남,베트남,94
신선우엉,1/19/2021,중국,중국,2
레몬그라스,1/19/2021,베트남,베트남,53
깐우엉,1/19/2021,중국,중국,71
황제생강,1/19/2021,중국,중국,17
깐도라지,1/19/2021,중국,중국,67
"양파/신선,냉장",1/19/2021,중국,중국,21
깐더덕,1/19/2021,중국,중국,7
마늘쫑,1/19/2021,중국,중국,28
더덕,1/19/2021,중국,중국,92
바나나,1/19/2021,에콰도르,에콰도르,39
브라질넛,1/19/2021,페루,페루,20
커피 생두,1/19/2021,브라질,브라질,58
우슬,1/19/2021,중국,중국,64
마늘쫑,1/19/2021,중국,중국,65
깐도라지,1/19/2021,중국,중국,92
깐도라지,1/19/2021,중국,중국,68
깐도라지,1/19/2021,중국,중국,88
마늘쫑(8KG),1/19/2021,중국,중국,53
캐슈넛,1/19/2021,인도네시아,인도네시아,24
깐우엉,1/19/2021,중국,중국,92
깐도라지,1/19/2021,중국,중국,74
신선마늘쫑,1/19/2021,중국,중국,70
깐도라지,1/19/2021,중국,중국,58
신선생강,1/19/2021,중국,중국,41
깐도라지,1/19/2021,중국,중국,82
신선양파,1/19/2021,중국,중국,37
진피/15KG,1/19/2021,중국,중국,77
신선보로콜리,1/19/2021,중국,중국,40
밤,1/19/2021,중국,중국,18
신선양배추,1/19/2021,중국,중국,37
커피생두,1/19/2021,브라질,브라질,73
커피생두,1/19/2021,브라질,브라질,24
커피생두,1/19/2021,콜롬비아,콜롬비아,10
커피원두,1/19/2021,탄자니아,탄자니아,7
갈화,1/19/2021,중국,중국,46
신선당근,1/19/2021,중국,중국,65
